NO_OF_FRAMES	1200
NO_OF_CAMERAS	7
NO_OF_MARKERS	3
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-06-30, 12:52:39	2814.33403857
DATA_INCLUDED	3D
MARKER_NAMES	HIP	KNEE	ANKLE
Frame	Time	HIP X	HIP Y	HIP Z	KNEE X	KNEE Y	KNEE Z	ANKLE X	ANKLE Y	ANKLE Z	
96	0.40000	721.731	883.308	849.857	727.081	911.744	428.672	730.467	989.756	108.187
97	0.40417	721.693	883.710	849.915	727.025	911.837	428.678	730.471	989.793	108.217
98	0.40833	721.690	884.000	849.944	727.030	911.960	428.666	730.505	989.746	108.217
99	0.41250	721.527	884.166	849.940	727.038	912.037	428.796	730.351	989.740	108.193
100	0.41667	721.534	884.499	849.982	726.989	912.189	428.643	730.471	989.751	108.198
101	0.42083	721.495	884.651	850.042	727.009	912.314	428.773	730.464	989.679	108.145
102	0.42500	721.416	884.914	850.083	726.959	912.404	428.744	730.548	989.777	108.197
103	0.42917	721.384	885.214	850.117	726.927	912.596	428.746	730.474	989.774	108.120
104	0.43333	721.384	885.478	850.144	726.893	912.687	428.790	730.474	989.767	108.099
105	0.43750	721.297	885.716	850.184	726.871	912.850	428.786	730.440	989.771	108.169
106	0.44167	721.225	885.925	850.290	726.853	912.992	428.726	730.483	989.806	108.021
107	0.44583	721.123	886.265	850.357	726.865	913.097	428.864	730.448	989.794	108.096
108	0.45000	721.028	886.484	850.294	726.819	913.226	428.836	730.508	989.816	108.055
109	0.45417	721.029	886.850	850.414	726.783	913.276	428.856	730.410	989.913	107.942
110	0.45833	720.968	887.028	850.389	726.775	913.493	428.884	730.295	989.828	108.118
111	0.46250	721.860	888.060	850.145	726.771	913.665	428.837	730.437	989.908	108.079
112	0.46667	721.795	888.596	850.398	726.701	913.788	428.916	730.566	989.898	108.010
113	0.47083	721.832	889.203	850.439	726.649	913.913	428.883	730.487	989.851	108.061
114	0.47500	721.827	889.657	850.554	726.624	914.214	428.926	730.407	989.923	108.007
115	0.47917	721.593	890.053	850.684	726.563	914.297	428.895	730.489	990.000	108.021
116	0.48333	721.647	890.513	850.495	726.564	914.397	428.962	730.541	989.933	108.011
117	0.48750	721.456	890.644	850.502	726.531	914.601	428.957	730.430	989.957	107.992
118	0.49167	721.287	890.843	850.528	726.481	914.694	428.935	730.510	989.970	108.030
119	0.49583	721.108	891.046	850.573	726.447	914.959	428.937	730.448	990.047	107.960
120	0.50000	721.051	891.326	850.541	726.482	915.114	429.022	730.518	989.973	107.958
121	0.50417	720.887	891.587	850.685	726.371	915.270	428.978	730.445	989.995	108.003
122	0.50833	720.691	891.861	850.797	726.413	915.456	429.057	730.508	990.076	107.998
123	0.51250	720.526	892.066	850.783	726.434	915.632	429.092	730.555	990.062	108.015
124	0.51667	720.366	892.206	850.826	726.347	915.675	429.126	730.481	990.093	107.976
125	0.52083	720.205	892.538	850.922	726.319	915.849	429.128	730.588	990.145	107.898
126	0.52500	720.128	892.742	850.905	726.359	915.860	429.217	730.569	990.107	107.854
127	0.52917	720.063	892.975	851.030	726.297	916.149	429.153	730.546	990.151	107.779
128	0.53333	720.057	893.322	851.029	726.243	916.385	429.274	730.570	990.178	107.762
129	0.53750	720.016	893.592	851.091	726.190	916.449	429.311	730.361	990.078	107.879
130	0.54167	720.017	893.945	851.007	726.203	916.655	429.280	730.609	990.203	107.778
131	0.54583	719.832	894.184	851.102	726.170	916.880	429.346	730.558	990.143	107.741
132	0.55000	719.831	894.577	851.034	726.150	916.988	429.374	730.547	990.158	107.773
133	0.55417	719.744	894.967	851.053	726.096	917.177	429.450	730.439	990.097	107.834
134	0.55833	719.657	895.281	851.112	726.073	917.403	429.431	730.629	990.315	107.762
135	0.56250	719.611	895.521	851.214	726.181	917.836	429.401	730.649	990.220	107.717
136	0.56667	719.567	895.757	851.198	726.150	917.934	429.401	730.631	990.224	107.694
137	0.57083	719.614	895.993	851.223	726.150	918.075	429.445	730.728	990.319	107.721
138	0.57500	719.505	896.240	851.253	726.212	918.397	429.441	730.660	990.303	107.654
139	0.57917	719.473	896.493	851.281	726.111	918.465	429.475	730.604	990.318	107.590
140	0.58333	719.422	896.857	851.372	726.087	918.636	429.475	730.594	990.355	107.594
141	0.58750	719.473	896.929	851.402	726.054	918.881	429.547	730.766	990.387	107.739
142	0.59167	719.451	897.198	851.398	726.044	919.077	429.446	730.692	990.322	107.631
143	0.59583	719.665	897.650	851.454	726.094	919.120	429.519	730.738	990.364	107.651
144	0.60000	719.511	897.782	851.444	726.038	919.390	429.625	730.662	990.423	107.646
145	0.60417	719.407	897.924	851.460	725.989	919.381	429.602	730.756	990.452	107.575
146	0.60833	719.280	898.123	851.421	725.933	919.588	429.657	730.603	990.360	107.483
147	0.61250	719.266	898.210	851.496	726.007	919.850	429.701	730.692	990.390	107.580
148	0.61667	719.380	898.581	851.614	726.063	919.911	429.687	730.742	990.457	107.556
149	0.62083	719.350	898.677	851.574	725.991	920.116	429.592	730.738	990.389	107.501
150	0.62500	719.276	898.908	851.602	725.924	920.253	429.475	730.648	990.423	107.609
151	0.62917	719.279	899.011	851.603	725.952	920.382	429.563	730.817	990.503	107.469
152	0.63333	719.224	899.161	851.557	725.904	920.531	429.529	730.844	990.567	107.537
153	0.63750	719.202	899.428	851.613	725.861	920.625	429.543	730.811	990.547	107.563
154	0.64167	719.251	899.581	851.615	725.849	920.728	429.568	730.764	990.463	107.519
155	0.64583	719.234	899.722	851.583	725.906	920.847	429.572	730.828	990.590	107.498
156	0.65000	719.204	900.000	851.629	725.846	920.877	429.633	730.739	990.529	107.497
157	0.65417	719.132	900.136	851.608	725.811	921.125	429.554	730.838	990.433	107.550
158	0.65833	719.169	900.372	851.628	725.752	921.196	429.513	730.806	990.567	107.501
159	0.66250	719.146	900.474	851.570	725.724	921.256	429.486	730.830	990.632	107.485
160	0.66667	719.168	900.762	851.664	725.769	921.410	429.577	730.869	990.615	107.422
161	0.67083	719.129	900.800	851.635	725.682	921.563	429.561	730.839	990.584	107.421
162	0.67500	719.053	901.016	851.646	725.717	921.588	429.560	730.835	990.607	107.544
163	0.67917	719.104	901.117	851.721	725.690	921.762	429.527	730.845	990.619	107.435
164	0.68333	719.046	901.366	851.646	725.637	921.877	429.521	730.921	990.630	107.411
165	0.68750	719.065	901.437	851.722	725.686	921.958	429.482	730.876	990.678	107.414
166	0.69167	719.051	901.669	851.669	725.619	922.084	429.480	730.871	990.680	107.381
167	0.69583	719.108	901.679	851.716	725.677	922.115	429.540	730.898	990.700	107.384
168	0.70000	719.112	901.865	851.738	725.666	922.131	429.481	730.857	990.671	107.456
169	0.70417	719.114	901.920	851.705	725.593	922.210	429.438	730.929	990.702	107.338
170	0.70833	719.071	901.971	851.628	725.635	922.240	429.502	730.825	990.647	107.401
171	0.71250	719.051	902.047	851.723	725.662	922.309	429.427	730.814	990.608	107.335
172	0.71667	719.120	902.119	851.718	725.693	922.392	429.447	730.923	990.668	107.443
173	0.72083	719.145	902.200	851.772	725.671	922.458	429.458	730.788	990.653	107.351
174	0.72500	719.176	902.296	851.732	725.654	922.441	429.458	730.961	990.734	107.320
175	0.72917	719.171	902.350	851.757	725.672	922.383	429.495	730.891	990.760	107.329
176	0.73333	719.171	902.486	851.692	725.838	922.473	429.544	730.900	990.738	107.334
177	0.73750	719.152	902.493	851.648	725.646	922.527	429.363	730.895	990.685	107.334
178	0.74167	719.161	902.526	851.710	725.793	922.532	429.445	730.930	990.698	107.365
179	0.74583	719.206	902.622	851.697	725.738	922.562	429.428	730.909	990.764	107.328
180	0.75000	719.159	902.510	851.740	725.783	922.593	429.415	730.960	990.720	107.355
181	0.75417	719.230	902.608	851.693	725.847	922.529	429.483	730.943	990.753	107.383
182	0.75833	719.208	902.499	851.762	725.755	922.586	429.468	730.916	990.708	107.318
183	0.76250	719.309	902.613	851.763	725.779	922.681	429.345	730.924	990.724	107.371
184	0.76667	719.324	902.633	851.696	725.893	922.684	429.496	730.929	990.764	107.251
185	0.77083	719.285	902.668	851.702	725.827	922.663	429.527	730.988	990.715	107.357
186	0.77500	719.367	902.609	851.723	725.811	922.685	429.499	730.878	990.626	107.387
187	0.77917	719.396	902.514	851.812	725.770	922.717	429.513	730.980	990.723	107.307
188	0.78333	719.348	902.621	851.678	725.920	922.639	429.496	730.974	990.721	107.293
189	0.78750	719.502	902.546	851.747	725.903	922.637	429.458	730.944	990.643	107.297
190	0.79167	719.437	902.505	851.747	725.905	922.611	429.425	730.928	990.728	107.296
191	0.79583	719.389	902.536	851.672	725.926	922.629	429.402	731.044	990.695	107.314
192	0.80000	719.516	902.327	851.737	725.964	922.616	429.444	730.978	990.790	107.347
193	0.80417	719.563	902.360	851.665	725.902	922.641	429.348	730.954	990.728	107.279
194	0.80833	719.600	902.227	851.819	725.943	922.618	429.385	730.905	990.680	107.290
195	0.81250	719.636	902.221	851.760	726.010	922.530	429.507	730.944	990.679	107.431
196	0.81667	719.621	902.167	851.669	725.945	922.497	429.433	730.961	990.654	107.310
197	0.82083	719.586	902.073	851.712	725.880	922.435	429.459	730.958	990.770	107.224
198	0.82500	719.705	902.001	851.823	725.958	922.413	429.399	730.995	990.625	107.397
199	0.82917	719.706	901.841	851.693	725.931	922.352	429.430	730.885	990.762	107.279
200	0.83333	719.736	901.814	851.808	725.928	922.346	429.472	730.968	990.648	107.376
201	0.83750	719.775	901.581	851.800	725.921	922.282	429.398	730.922	990.696	107.309
202	0.84167	719.860	901.448	851.764	725.962	922.183	429.479	730.929	990.638	107.358
203	0.84583	719.848	901.356	851.772	725.966	922.250	429.466	730.960	990.705	107.400
204	0.85000	719.886	901.206	851.841	725.944	922.116	429.541	730.887	990.594	107.410
205	0.85417	719.923	901.100	851.783	726.016	922.116	429.525	730.888	990.590	107.446
206	0.85833	719.994	900.983	851.797	726.013	922.031	429.571	730.930	990.649	107.327
207	0.86250	720.049	900.848	851.850	726.018	922.008	429.512	730.948	990.605	107.434
208	0.86667	720.029	900.844	851.747	726.096	921.872	429.515	730.960	990.636	107.362
209	0.87083	720.101	900.658	851.867	726.065	921.886	429.489	730.876	990.597	107.375
210	0.87500	720.120	900.551	851.790	726.136	921.745	429.528	730.904	990.640	107.467
211	0.87917	720.134	900.475	851.787	726.114	921.590	429.617	730.915	990.493	107.435
212	0.88333	720.257	900.335	851.834	726.128	921.570	429.587	730.834	990.617	107.430
213	0.88750	720.151	900.330	851.675	726.189	921.507	429.591	730.909	990.634	107.385
214	0.89167	720.275	900.250	851.855	726.262	921.436	429.665	730.914	990.628	107.389
215	0.89583	720.281	900.161	851.713	726.240	921.382	429.645	730.828	990.581	107.342
216	0.90000	720.390	900.030	851.864	726.342	921.410	429.554	730.891	990.585	107.473
217	0.90417	720.404	900.081	851.779	726.371	921.237	429.519	730.807	990.433	107.409
218	0.90833	720.444	899.905	851.833	726.312	921.194	429.578	730.850	990.491	107.500
219	0.91250	720.476	899.857	851.815	726.442	921.105	429.611	730.956	990.509	107.507
220	0.91667	720.572	899.804	851.814	726.459	921.064	429.612	730.908	990.548	107.444
221	0.92083	720.501	899.695	851.755	726.451	920.972	429.707	730.881	990.433	107.559
222	0.92500	720.563	899.654	851.781	726.516	920.844	429.607	730.891	990.527	107.413
223	0.92917	720.668	899.566	851.740	726.557	920.844	429.553	730.838	990.463	107.465
224	0.93333	720.695	899.595	851.729	726.575	920.755	429.587	730.746	990.449	107.478
225	0.93750	720.755	899.422	851.736	726.570	920.706	429.518	730.858	990.442	107.562
226	0.94167	720.763	899.443	851.758	726.641	920.624	429.658	730.871	990.555	107.418
227	0.94583	720.780	899.347	851.792	726.664	920.570	429.661	730.801	990.463	107.468
228	0.95000	720.876	899.360	851.830	726.664	920.516	429.595	730.754	990.484	107.536
229	0.95417	720.862	899.346	851.779	726.740	920.447	429.678	730.836	990.403	107.504
230	0.95833	720.954	899.289	851.777	726.743	920.423	429.669	730.821	990.403	107.467
231	0.96250	720.969	899.251	851.763	726.824	920.383	429.642	730.891	990.462	107.494
232	0.96667	720.971	899.163	851.698	726.792	920.305	429.590	730.913	990.446	107.486
233	0.97083	720.984	899.236	851.745	726.816	920.250	429.607	730.756	990.399	107.462
234	0.97500	721.072	899.064	851.722	726.872	920.236	429.637	730.952	990.472	107.538
235	0.97917	721.060	899.085	851.688	726.894	920.214	429.573	730.856	990.430	107.457
236	0.98333	721.042	899.054	851.719	726.885	920.160	429.601	730.820	990.366	107.569
237	0.98750	721.122	899.024	851.650	726.973	920.076	429.640	730.862	990.369	107.576
238	0.99167	721.113	899.016	851.688	726.956	920.092	429.620	730.849	990.354	107.514
239	0.99583	721.244	898.972	851.760	727.006	920.056	429.556	730.883	990.446	107.492
240	1.00000	721.294	898.876	851.685	727.076	919.985	429.673	730.890	990.427	107.526
241	1.00417	721.229	898.858	851.756	727.033	919.965	429.637	730.824	990.350	107.474
242	1.00833	721.289	898.906	851.735	726.955	919.951	429.513	730.732	990.351	107.531
243	1.01250	721.251	898.838	851.689	727.031	919.797	429.674	730.922	990.405	107.501
244	1.01667	721.279	898.796	851.710	727.143	919.866	429.641	730.833	990.394	107.458
245	1.02083	721.321	898.816	851.722	727.079	919.871	429.553	730.763	990.357	107.559
246	1.02500	721.287	898.698	851.653	727.093	919.688	429.681	730.845	990.344	107.536
247	1.02917	721.279	898.735	851.676	727.140	919.849	429.669	730.832	990.445	107.528
248	1.03333	721.276	898.632	851.690	727.115	919.637	429.689	730.808	990.313	107.571
249	1.03750	721.357	898.643	851.627	727.147	919.729	429.696	730.880	990.330	107.620
250	1.04167	721.369	898.568	851.602	727.119	919.658	429.652	730.854	990.337	107.561
251	1.04583	721.314	898.380	851.690	727.169	919.667	429.670	730.914	990.382	107.580
252	1.05000	721.340	898.425	851.596	727.085	919.650	429.589	730.760	990.291	107.529
253	1.05417	721.310	898.407	851.572	727.185	919.584	429.688	730.781	990.361	107.520
254	1.05833	721.378	898.274	851.626	727.229	919.609	429.690	730.895	990.425	107.569
255	1.06250	721.403	898.289	851.584	727.106	919.622	429.637	730.875	990.444	107.490
256	1.06667	721.451	898.249	851.588	727.222	919.598	429.714	730.804	990.294	107.536
257	1.07083	721.418	898.110	851.603	727.116	919.635	429.727	730.781	990.313	107.553
258	1.07500	721.489	898.141	851.618	727.151	919.524	429.697	730.903	990.427	107.581
259	1.07917	721.445	898.063	851.595	727.155	919.611	429.625	730.831	990.379	107.563
260	1.08333	721.381	898.001	851.567	727.164	919.617	429.667	730.792	990.291	107.543
261	1.08750	721.391	897.912	851.630	727.156	919.615	429.657	730.796	990.288	107.534
262	1.09167	721.390	897.857	851.558	727.185	919.656	429.622	730.885	990.408	107.513
263	1.09583	721.367	897.761	851.571	727.097	919.582	429.635	730.922	990.344	107.591
264	1.10000	721.389	897.696	851.604	727.094	919.620	429.600	730.825	990.311	107.503
265	1.10417	721.421	897.595	851.594	727.162	919.537	429.700	730.807	990.294	107.498
266	1.10833	721.368	897.509	851.578	727.161	919.646	429.689	730.851	990.331	107.525
267	1.11250	721.428	897.442	851.553	727.114	919.603	429.666	730.896	990.362	107.581
268	1.11667	721.391	897.453	851.558	727.099	919.558	429.663	730.891	990.424	107.466
269	1.12083	721.400	897.320	851.530	727.159	919.653	429.696	730.813	990.333	107.567
270	1.12500	721.391	897.272	851.585	727.081	919.507	429.639	730.851	990.309	107.503
271	1.12917	721.395	897.236	851.572	727.104	919.603	429.668	730.892	990.364	107.540
272	1.13333	721.375	897.229	851.486	727.136	919.737	429.654	730.803	990.380	107.522
273	1.13750	721.341	897.210	851.614	727.041	919.688	429.593	730.705	990.295	107.465
274	1.14167	721.360	897.087	851.626	727.132	919.549	429.793	730.778	990.314	107.548
275	1.14583	721.363	897.139	851.618	727.105	919.618	429.721	730.763	990.338	107.525
276	1.15000	721.292	897.075	851.564	727.076	919.608	429.696	730.905	990.385	107.532
277	1.15417	721.283	896.971	851.544	726.892	919.599	429.582	730.927	990.384	107.585
278	1.15833	721.290	896.955	851.588	727.051	919.623	429.629	730.875	990.445	107.532
279	1.16250	721.258	896.883	851.602	727.015	919.643	429.711	730.905	990.344	107.546
280	1.16667	721.226	896.854	851.597	727.002	919.684	429.654	730.842	990.290	107.520
281	1.17083	721.225	896.823	851.548	727.041	919.661	429.600	730.799	990.299	107.506
282	1.17500	721.220	896.970	851.561	726.946	919.571	429.680	730.801	990.314	107.480
283	1.17917	721.270	896.910	851.535	726.949	919.668	429.633	730.939	990.398	107.525
284	1.18333	721.260	896.859	851.542	726.904	919.633	429.681	730.794	990.363	107.549
285	1.18750	721.205	896.711	851.500	726.930	919.682	429.579	730.802	990.340	107.507
286	1.19167	721.176	896.675	851.521	726.924	919.579	429.700	730.788	990.406	107.444
287	1.19583	721.090	896.807	851.519	726.909	919.674	429.684	730.621	990.333	107.695
288	1.20000	721.155	896.729	851.467	726.803	919.599	429.577	730.837	990.367	107.514
289	1.20417	721.106	896.680	851.489	726.988	919.534	429.735	730.769	990.318	107.510
290	1.20833	721.054	896.768	851.578	726.860	919.655	429.646	730.872	990.467	107.492
291	1.21250	721.041	896.756	851.556	726.848	919.630	429.614	730.597	990.337	107.530
292	1.21667	721.022	896.807	851.494	726.890	919.641	429.607	730.911	990.349	107.530
293	1.22083	721.101	896.746	851.618	726.881	919.611	429.643	730.795	990.322	107.533
294	1.22500	720.967	896.785	851.548	726.867	919.656	429.710	730.904	990.396	107.502
295	1.22917	721.002	896.774	851.557	726.934	919.666	429.712	730.816	990.333	107.559
296	1.23333	720.903	896.772	851.529	726.793	919.649	429.593	730.797	990.307	107.538
297	1.23750	720.932	896.805	851.539	726.727	919.730	429.532	730.770	990.398	107.507
298	1.24167	720.944	896.791	851.513	726.770	919.733	429.665	730.788	990.341	107.515
299	1.24583	720.841	896.837	851.504	726.755	919.737	429.595	730.804	990.290	107.523
300	1.25000	720.885	896.821	851.596	726.757	919.786	429.590	730.794	990.322	107.590
301	1.25417	720.797	896.918	851.515	726.796	919.689	429.766	730.870	990.426	107.505
302	1.25833	720.746	896.819	851.548	726.726	919.744	429.718	730.877	990.380	107.519
303	1.26250	720.706	896.880	851.499	726.705	919.803	429.550	730.869	990.425	107.528
304	1.26667	720.771	896.908	851.541	726.687	919.788	429.711	730.779	990.385	107.499
305	1.27083	720.710	896.931	851.533	726.660	919.803	429.622	730.872	990.475	107.533
306	1.27500	720.684	896.979	851.499	726.633	919.887	429.653	730.901	990.451	107.482
307	1.27917	720.636	896.972	851.498	726.636	919.888	429.584	730.860	990.477	107.464
308	1.28333	720.639	896.907	851.553	726.668	919.822	429.664	730.740	990.358	107.470
309	1.28750	720.548	897.024	851.499	726.545	919.894	429.561	730.728	990.366	107.467
310	1.29167	720.529	896.982	851.499	726.629	919.892	429.695	730.799	990.428	107.449
311	1.29583	720.511	897.034	851.523	726.607	919.935	429.650	730.791	990.453	107.481
312	1.30000	720.574	897.069	851.553	726.600	919.893	429.637	730.856	990.406	107.461
313	1.30417	720.502	897.015	851.525	726.558	919.954	429.601	730.807	990.397	107.507
314	1.30833	720.529	897.106	851.519	726.480	919.986	429.641	730.888	990.468	107.550
