NO_OF_FRAMES	1200
NO_OF_CAMERAS	7
NO_OF_MARKERS	3
FREQUENCY	240
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2014-06-30, 12:55:34	2988.95469344
DATA_INCLUDED	3D
MARKER_NAMES	HIP	KNEE	ANKLE
Frame	Time	HIP X	HIP Y	HIP Z	KNEE X	KNEE Y	KNEE Z	ANKLE X	ANKLE Y	ANKLE Z	
63	0.26250	723.821	760.675	849.376	721.823	800.991	429.726	723.162	878.841	109.888
64	0.26667	723.840	760.672	849.380	721.797	800.998	429.757	723.213	878.926	109.875
65	0.27083	723.773	760.647	849.365	721.806	801.048	429.701	723.169	878.858	109.905
66	0.27500	723.788	760.817	849.373	721.845	800.994	429.703	723.338	879.076	109.892
67	0.27917	723.759	760.816	849.386	721.814	801.055	429.715	723.205	878.971	109.832
68	0.28333	723.778	760.801	849.326	721.831	801.138	429.752	723.296	878.937	109.963
69	0.28750	723.770	760.871	849.425	721.897	801.151	429.798	723.157	878.964	109.864
70	0.29167	723.714	760.874	849.367	721.764	801.245	429.746	723.393	878.960	109.935
71	0.29583	723.740	760.933	849.408	721.785	801.286	429.780	723.147	878.886	109.837
72	0.30000	723.651	760.966	849.446	721.791	801.331	429.708	723.224	878.961	109.810
73	0.30417	723.611	761.023	849.386	721.749	801.378	429.817	723.199	878.841	109.952
74	0.30833	723.625	761.054	849.450	721.856	801.361	429.825	723.199	878.942	109.775
75	0.31250	723.565	761.145	849.409	721.841	801.373	429.816	723.418	879.068	109.895
76	0.31667	723.600	761.236	849.470	721.799	801.384	429.828	723.222	878.846	109.856
77	0.32083	723.576	761.282	849.435	721.816	801.569	429.891	723.289	879.027	109.908
78	0.32500	723.551	761.337	849.481	721.777	801.558	429.896	723.162	878.985	109.898
79	0.32917	723.444	761.455	849.416	721.794	801.657	429.847	723.142	878.931	109.822
80	0.33333	723.504	761.588	849.449	721.804	801.630	429.908	723.355	879.068	109.852
81	0.33750	723.376	761.716	849.495	721.798	801.677	429.845	723.353	879.053	109.889
82	0.34167	723.381	761.768	849.476	721.721	801.721	429.872	723.158	878.906	109.822
83	0.34583	723.351	761.832	849.505	721.798	801.791	429.901	723.346	879.043	109.896
84	0.35000	723.325	761.954	849.526	721.738	801.765	429.923	723.206	878.992	109.901
85	0.35417	723.294	762.029	849.484	721.733	801.968	429.883	723.293	879.068	109.810
86	0.35833	723.245	762.101	849.551	721.745	801.860	429.841	723.243	879.049	109.806
87	0.36250	723.091	762.293	849.491	721.751	801.934	429.871	723.361	879.101	109.812
88	0.36667	723.171	762.366	849.547	721.724	802.005	429.907	723.242	879.104	109.781
89	0.37083	723.128	762.443	849.550	721.710	802.030	429.904	723.189	878.987	109.879
90	0.37500	723.100	762.575	849.531	721.761	802.083	429.878	723.321	879.168	109.823
91	0.37917	723.068	762.770	849.578	721.750	802.196	429.917	723.100	879.038	109.643
92	0.38333	723.028	762.831	849.518	721.707	802.157	429.974	723.320	879.157	109.780
93	0.38750	722.973	762.867	849.559	721.672	802.261	429.931	723.357	879.224	109.780
94	0.39167	722.963	763.097	849.531	721.618	802.289	429.900	723.157	879.037	109.775
95	0.39583	722.871	763.257	849.567	721.637	802.383	429.995	723.263	879.093	109.790
96	0.40000	722.863	763.299	849.633	721.643	802.453	429.944	723.348	879.183	109.816
97	0.40417	722.766	763.442	849.534	721.656	802.456	429.936	723.227	879.080	109.724
98	0.40833	722.773	763.518	849.581	721.619	802.515	429.956	723.243	879.122	109.775
99	0.41250	722.698	763.659	849.583	721.676	802.554	429.971	723.288	879.205	109.758
100	0.41667	722.657	763.823	849.586	721.689	802.588	430.007	723.282	879.213	109.799
101	0.42083	722.565	763.930	849.603	721.586	802.639	429.972	723.105	879.147	109.628
102	0.42500	722.592	764.055	849.648	721.636	802.805	429.995	723.284	879.082	109.813
103	0.42917	722.496	764.123	849.582	721.628	802.773	429.953	723.076	879.179	109.557
104	0.43333	722.471	764.247	849.653	721.607	802.712	429.997	723.227	879.033	109.798
105	0.43750	722.417	764.333	849.708	721.573	802.846	430.015	723.110	879.126	109.643
106	0.44167	722.287	764.394	849.672	721.586	802.865	430.027	723.337	879.156	109.764
107	0.44583	722.399	764.545	849.687	721.602	802.931	430.043	723.163	879.064	109.664
108	0.45000	722.246	764.666	849.704	721.587	802.952	430.114	723.142	879.159	109.670
109	0.45417	722.251	764.736	849.714	721.603	802.930	430.123	723.341	879.183	109.810
110	0.45833	722.165	764.779	849.748	721.513	803.087	429.990	723.302	879.163	109.776
111	0.46250	722.148	764.814	849.846	721.541	803.211	430.103	723.352	879.206	109.845
112	0.46667	722.100	765.028	849.826	721.545	803.206	430.101	723.308	879.217	109.776
113	0.47083	722.029	765.052	849.831	721.538	803.227	430.139	723.223	879.166	109.718
114	0.47500	722.034	765.174	849.809	721.515	803.274	430.152	723.123	879.236	109.615
115	0.47917	722.006	765.238	849.821	721.550	803.322	430.150	723.291	879.157	109.670
116	0.48333	721.897	765.368	849.861	721.501	803.389	430.185	723.112	879.197	109.619
117	0.48750	721.835	765.422	849.904	721.496	803.531	430.217	723.251	879.292	109.594
118	0.49167	721.727	765.471	849.940	721.533	803.535	430.203	723.309	879.193	109.714
119	0.49583	721.757	765.620	849.963	721.454	803.470	430.304	723.243	879.272	109.588
120	0.50000	721.562	765.787	849.955	721.438	803.631	430.144	723.195	879.275	109.707
121	0.50417	721.548	765.813	849.992	721.428	803.579	430.272	723.294	879.286	109.767
122	0.50833	721.505	766.064	849.954	721.480	803.740	430.308	723.301	879.320	109.706
123	0.51250	721.509	766.091	850.038	721.441	803.734	430.311	723.228	879.134	109.738
124	0.51667	721.405	766.136	850.016	721.368	803.946	430.268	723.114	879.346	109.578
125	0.52083	721.411	766.268	849.996	721.378	803.911	430.326	723.192	879.364	109.633
126	0.52500	721.324	766.346	850.030	721.395	804.056	430.358	723.080	879.327	109.586
127	0.52917	721.356	766.433	850.099	721.321	804.121	430.382	723.169	879.297	109.578
128	0.53333	721.305	766.599	850.079	721.331	804.189	430.414	723.060	879.386	109.475
129	0.53750	721.508	766.928	850.109	721.316	804.205	430.387	723.123	879.296	109.565
130	0.54167	721.218	766.877	850.115	721.310	804.340	430.414	723.190	879.389	109.582
131	0.54583	721.162	766.967	850.192	721.237	804.380	430.426	723.078	879.376	109.449
132	0.55000	721.108	767.097	850.206	721.245	804.485	430.535	723.127	879.441	109.542
133	0.55417	721.323	767.354	850.218	721.247	804.554	430.540	723.073	879.358	109.524
134	0.55833	721.043	767.325	850.237	721.222	804.602	430.604	723.104	879.334	109.543
135	0.56250	721.167	767.564	850.283	721.172	804.711	430.595	723.100	879.368	109.520
136	0.56667	721.132	767.685	850.243	721.249	804.871	430.645	723.006	879.453	109.469
137	0.57083	720.953	767.736	850.218	721.229	804.827	430.686	723.060	879.414	109.524
138	0.57500	721.185	768.042	850.360	721.146	804.983	430.676	723.146	879.490	109.563
139	0.57917	721.061	768.135	850.198	721.073	805.072	430.672	723.068	879.434	109.627
140	0.58333	721.036	768.224	850.304	721.105	805.197	430.701	723.014	879.516	109.452
141	0.58750	721.019	768.412	850.320	721.083	805.216	430.706	723.167	879.421	109.610
142	0.59167	721.035	768.532	850.314	721.167	805.270	430.783	723.052	879.580	109.355
143	0.59583	721.032	768.695	850.317	720.997	805.398	430.745	723.059	879.498	109.417
144	0.60000	721.006	768.678	850.346	721.016	805.455	430.740	723.044	879.606	109.374
145	0.60417	720.981	768.984	850.375	721.081	805.525	430.807	722.973	879.515	109.306
146	0.60833	720.861	768.983	850.288	721.007	805.524	430.804	723.072	879.520	109.528
147	0.61250	720.841	769.050	850.320	720.988	805.615	430.897	723.043	879.627	109.335
148	0.61667	720.886	769.219	850.326	720.999	805.603	430.811	723.028	879.529	109.350
149	0.62083	720.932	769.317	850.416	720.939	805.824	430.788	723.051	879.581	109.399
150	0.62500	720.870	769.373	850.391	720.921	805.971	430.768	722.997	879.633	109.436
151	0.62917	720.813	769.498	850.429	721.014	805.931	430.894	723.041	879.622	109.366
152	0.63333	720.842	769.567	850.387	720.970	805.839	430.862	723.035	879.642	109.413
153	0.63750	720.761	769.715	850.379	720.902	805.993	430.865	722.970	879.628	109.342
154	0.64167	720.711	769.692	850.381	720.959	805.991	430.815	723.021	879.650	109.283
155	0.64583	720.719	769.856	850.360	720.962	806.047	430.819	722.991	879.689	109.311
156	0.65000	720.755	769.872	850.337	720.904	806.066	430.913	722.977	879.616	109.390
157	0.65417	720.707	769.942	850.336	720.989	805.926	430.914	723.019	879.790	109.263
158	0.65833	720.713	770.014	850.392	720.850	806.160	430.815	723.082	879.679	109.425
159	0.66250	720.643	770.045	850.377	720.933	806.111	430.906	723.062	879.602	109.327
160	0.66667	720.665	770.095	850.371	720.856	806.137	430.890	723.016	879.736	109.296
161	0.67083	720.602	770.093	850.315	720.917	806.146	430.893	723.019	879.663	109.355
162	0.67500	720.645	770.131	850.424	720.937	806.192	430.878	722.980	879.575	109.309
163	0.67917	720.606	770.113	850.464	720.881	806.162	430.922	723.065	879.597	109.373
164	0.68333	720.571	770.233	850.381	720.864	806.114	430.975	722.992	879.567	109.456
165	0.68750	720.566	770.293	850.409	720.879	806.156	430.870	723.022	879.746	109.386
166	0.69167	720.537	770.371	850.456	720.853	806.074	430.898	722.978	879.666	109.331
167	0.69583	720.515	770.277	850.439	720.817	806.180	430.834	723.070	879.660	109.341
168	0.70000	720.545	770.333	850.486	720.940	806.052	430.908	723.062	879.614	109.411
169	0.70417	720.520	770.376	850.494	720.877	806.075	430.934	723.094	879.639	109.452
170	0.70833	720.497	770.347	850.507	720.865	806.113	430.931	722.945	879.568	109.342
171	0.71250	720.485	770.365	850.551	720.854	806.186	430.888	722.974	879.600	109.336
172	0.71667	720.358	770.367	850.419	720.824	806.132	430.958	723.032	879.637	109.401
173	0.72083	720.479	770.421	850.511	720.807	806.104	430.889	723.029	879.688	109.381
174	0.72500	720.426	770.437	850.368	720.831	806.059	430.944	722.976	879.662	109.371
175	0.72917	720.448	770.445	850.461	720.859	805.974	430.865	723.100	879.464	109.512
176	0.73333	720.442	770.435	850.566	720.801	806.023	430.861	723.005	879.589	109.315
177	0.73750	720.433	770.402	850.501	720.831	806.048	430.914	722.974	879.599	109.293
178	0.74167	720.439	770.413	850.547	720.879	805.945	430.925	722.995	879.744	109.429
179	0.74583	720.444	770.417	850.522	720.790	805.968	430.900	723.066	879.571	109.533
180	0.75000	720.440	770.426	850.486	720.811	805.971	430.940	722.999	879.625	109.506
181	0.75417	720.448	770.462	850.494	720.788	805.984	430.928	722.945	879.652	109.338
182	0.75833	720.350	770.468	850.456	720.791	805.880	430.868	723.049	879.630	109.475
183	0.76250	720.418	770.463	850.501	720.829	805.843	430.999	723.029	879.610	109.456
184	0.76667	720.412	770.463	850.489	720.771	805.909	430.875	722.975	879.596	109.401
185	0.77083	720.400	770.390	850.532	720.804	805.883	430.932	723.007	879.516	109.436
186	0.77500	720.406	770.475	850.438	720.719	805.907	430.888	723.016	879.676	109.483
187	0.77917	720.384	770.442	850.516	720.786	805.877	430.877	722.965	879.534	109.469
188	0.78333	720.345	770.348	850.503	720.798	805.808	430.862	723.024	879.565	109.426
189	0.78750	720.341	770.369	850.493	720.752	805.835	430.881	723.008	879.537	109.465
190	0.79167	720.381	770.301	850.521	720.730	805.764	430.883	722.961	879.595	109.381
191	0.79583	720.351	770.347	850.445	720.802	805.728	430.852	722.999	879.612	109.468
192	0.80000	720.366	770.360	850.462	720.783	805.695	430.918	722.963	879.568	109.445
193	0.80417	720.377	770.414	850.439	720.764	805.635	430.859	722.935	879.564	109.391
194	0.80833	720.345	770.292	850.521	720.733	805.676	430.831	722.961	879.566	109.446
195	0.81250	720.368	770.305	850.496	720.779	805.640	430.815	722.975	879.415	109.446
196	0.81667	720.334	770.321	850.448	720.783	805.574	430.844	723.010	879.533	109.474
197	0.82083	720.386	770.372	850.426	720.797	805.565	430.860	722.942	879.461	109.510
198	0.82500	720.301	770.324	850.485	720.791	805.582	430.827	723.040	879.515	109.493
199	0.82917	720.337	770.361	850.425	720.769	805.594	430.780	723.019	879.562	109.473
200	0.83333	720.313	770.254	850.471	720.786	805.504	430.881	723.026	879.561	109.476
201	0.83750	720.355	770.324	850.509	720.813	805.548	430.818	723.052	879.511	109.485
202	0.84167	720.399	770.292	850.477	720.838	805.401	430.822	723.052	879.489	109.527
203	0.84583	720.384	770.259	850.410	720.782	805.400	430.779	723.001	879.453	109.435
204	0.85000	720.322	770.277	850.426	720.788	805.452	430.822	723.056	879.439	109.444
205	0.85417	720.419	770.389	850.388	720.843	805.311	430.793	723.070	879.484	109.536
206	0.85833	720.355	770.257	850.453	720.740	805.368	430.800	722.986	879.457	109.587
207	0.86250	720.380	770.246	850.463	720.762	805.444	430.787	723.019	879.419	109.477
208	0.86667	720.383	770.293	850.415	720.751	805.389	430.766	722.984	879.434	109.427
209	0.87083	720.389	770.275	850.492	720.769	805.300	430.761	722.939	879.377	109.491
210	0.87500	720.367	770.230	850.486	720.885	805.329	430.788	722.953	879.543	109.488
211	0.87917	720.400	770.276	850.414	720.798	805.308	430.748	722.963	879.396	109.420
212	0.88333	720.397	770.274	850.445	720.783	805.304	430.761	723.002	879.426	109.483
213	0.88750	720.418	770.293	850.430	720.790	805.295	430.755	722.979	879.581	109.343
214	0.89167	720.372	770.306	850.446	720.776	805.244	430.772	723.000	879.383	109.533
215	0.89583	720.379	770.187	850.401	720.801	805.307	430.720	722.979	879.436	109.506
216	0.90000	720.430	770.266	850.431	720.802	805.239	430.736	722.918	879.470	109.486
217	0.90417	720.467	770.196	850.431	720.836	805.299	430.707	722.985	879.408	109.444
218	0.90833	720.455	770.305	850.385	720.804	805.221	430.789	722.975	879.405	109.424
219	0.91250	720.474	770.285	850.423	720.794	805.175	430.724	723.008	879.388	109.530
220	0.91667	720.471	770.305	850.401	720.782	805.225	430.694	722.954	879.417	109.467
221	0.92083	720.453	770.292	850.356	720.792	805.120	430.752	722.973	879.437	109.421
222	0.92500	720.439	770.312	850.381	720.808	805.166	430.717	723.022	879.528	109.431
223	0.92917	720.485	770.258	850.373	720.789	805.155	430.673	722.966	879.470	109.457
224	0.93333	720.456	770.346	850.339	720.858	805.162	430.690	723.023	879.526	109.422
225	0.93750	720.472	770.297	850.318	720.838	805.077	430.737	723.041	879.365	109.632
226	0.94167	720.454	770.352	850.286	720.858	805.128	430.688	723.007	879.450	109.426
227	0.94583	720.529	770.373	850.326	720.795	805.075	430.683	723.046	879.417	109.585
228	0.95000	720.551	770.332	850.331	720.807	805.059	430.674	723.073	879.434	109.481
229	0.95417	720.549	770.381	850.301	720.798	805.131	430.669	722.983	879.404	109.449
230	0.95833	720.563	770.337	850.318	720.896	805.093	430.706	722.957	879.463	109.501
231	0.96250	720.467	770.346	850.304	720.811	805.116	430.654	722.993	879.464	109.510
232	0.96667	720.566	770.417	850.305	720.850	805.078	430.676	723.027	879.436	109.409
233	0.97083	720.555	770.423	850.298	720.857	805.108	430.653	723.015	879.481	109.454
234	0.97500	720.540	770.395	850.290	720.849	805.125	430.638	723.070	879.489	109.535
235	0.97917	720.447	770.385	850.244	720.888	805.151	430.714	722.988	879.489	109.461
236	0.98333	720.560	770.504	850.197	720.915	805.105	430.609	723.061	879.441	109.475
237	0.98750	720.550	770.443	850.256	720.878	805.089	430.622	723.106	879.523	109.463
238	0.99167	720.618	770.507	850.291	720.844	805.206	430.626	723.013	879.492	109.311
239	0.99583	720.566	770.451	850.263	720.850	805.176	430.614	723.007	879.590	109.334
240	1.00000	720.564	770.434	850.262	720.901	805.235	430.656	723.065	879.381	109.341
241	1.00417	720.611	770.547	850.264	720.832	805.154	430.662	723.086	879.437	109.483
242	1.00833	720.674	770.525	850.222	720.869	805.268	430.637	723.080	879.490	109.340
243	1.01250	720.659	770.553	850.258	720.868	805.322	430.604	723.100	879.497	109.399
244	1.01667	720.692	770.529	850.237	720.942	805.269	430.601	723.035	879.471	109.370
245	1.02083	720.657	770.613	850.212	720.903	805.314	430.582	723.027	879.485	109.350
246	1.02500	720.706	770.525	850.201	720.955	805.347	430.605	723.047	879.512	109.318
247	1.02917	720.700	770.694	850.231	720.915	805.392	430.608	723.051	879.535	109.361
248	1.03333	720.731	770.663	850.150	720.870	805.388	430.631	723.053	879.570	109.251
249	1.03750	720.713	770.731	850.191	720.895	805.395	430.548	723.051	879.617	109.300
250	1.04167	720.717	770.651	850.157	720.837	805.483	430.516	723.114	879.551	109.277
251	1.04583	720.773	770.708	850.248	720.870	805.584	430.559	723.084	879.651	109.196
252	1.05000	720.684	770.691	850.139	720.882	805.575	430.505	723.069	879.535	109.180
253	1.05417	720.746	770.724	850.158	720.939	805.503	430.586	723.092	879.591	109.222
254	1.05833	720.766	770.760	850.077	720.860	805.643	430.558	723.087	879.600	109.194
255	1.06250	720.881	770.757	850.141	720.938	805.651	430.569	723.083	879.630	109.122
256	1.06667	720.904	770.841	850.180	720.896	805.731	430.518	723.107	879.684	109.117
257	1.07083	720.884	770.828	850.180	720.918	805.726	430.487	723.123	879.740	109.098
258	1.07500	720.873	770.880	850.075	720.858	805.734	430.483	723.089	879.803	109.069
259	1.07917	720.873	770.820	850.044	720.910	805.764	430.527	723.096	879.778	109.114
260	1.08333	720.921	770.882	850.088	720.870	805.832	430.564	723.107	879.814	109.075
261	1.08750	720.914	770.904	850.158	720.918	805.979	430.493	723.167	879.795	109.108
262	1.09167	720.995	770.890	850.197	720.895	805.860	430.554	723.117	879.797	109.141
263	1.09583	721.081	771.002	850.138	720.891	806.032	430.523	723.101	879.859	108.953
264	1.10000	720.997	770.983	850.214	720.881	805.915	430.605	723.083	879.802	108.982
265	1.10417	721.004	770.960	850.249	720.873	805.804	430.608	723.103	879.814	109.015
266	1.10833	721.079	771.085	850.219	720.853	805.921	430.477	723.090	879.813	109.028
267	1.11250	721.099	771.027	850.365	720.877	805.882	430.513	723.119	879.671	109.070
268	1.11667	721.055	771.109	850.292	720.959	805.876	430.539	723.154	879.694	109.049
269	1.12083	721.062	771.126	850.385	720.843	805.829	430.490	723.026	879.882	108.901
270	1.12500	721.013	771.198	850.391	720.946	805.775	430.516	723.117	879.824	109.076
271	1.12917	721.107	771.366	850.426	720.942	805.758	430.466	723.139	879.744	109.021
272	1.13333	721.102	771.462	850.428	720.924	805.568	430.502	723.064	879.787	108.958
273	1.13750	721.119	771.516	850.451	720.958	805.515	430.452	723.144	879.881	109.002
274	1.14167	721.106	771.602	850.467	720.957	805.339	430.409	723.111	879.851	108.969
275	1.14583	721.118	771.835	850.430	720.982	805.185	430.398	723.187	879.834	108.940
276	1.15000	721.119	771.994	850.475	721.015	805.178	430.359	723.170	879.889	108.871
277	1.15417	721.075	772.146	850.399	720.989	805.062	430.247	723.218	879.924	108.834
278	1.15833	721.064	772.366	850.395	721.010	804.990	430.114	723.139	879.988	108.658
279	1.16250	721.018	772.571	850.296	721.097	804.935	430.036	723.205	880.006	108.694
280	1.16667	720.978	772.762	850.198	721.073	804.893	429.968	723.192	880.035	108.585
281	1.17083	720.950	772.899	850.114	721.093	804.838	429.783	723.207	880.155	108.506
282	1.17500	720.885	773.189	849.952	721.091	804.813	429.738	723.265	880.229	108.437
283	1.17917	720.914	773.408	849.833	721.042	804.792	429.635	723.200	880.174	108.259
284	1.18333	720.847	773.771	849.742	721.119	804.826	429.482	723.261	880.192	108.327
285	1.18750	720.808	774.112	849.606	721.152	804.911	429.458	723.166	880.235	108.203
286	1.19167	720.766	774.521	849.518	721.158	805.009	429.407	723.230	880.233	108.240
287	1.19583	720.773	774.968	849.455	721.130	805.024	429.383	723.232	880.218	108.153
288	1.20000	720.779	775.405	849.402	721.113	805.167	429.411	723.294	880.273	108.171
289	1.20417	720.713	775.929	849.376	721.153	805.326	429.428	723.271	880.256	108.089
290	1.20833	720.789	776.293	849.392	721.180	805.445	429.584	723.156	880.438	108.038
291	1.21250	720.694	776.590	849.404	721.108	805.599	429.539	723.264	880.406	108.009
292	1.21667	720.782	776.881	849.458	721.081	805.956	429.497	723.210	880.436	107.970
293	1.22083	720.813	777.279	849.563	721.079	806.211	429.618	723.224	880.390	107.968
294	1.22500	720.779	777.726	849.627	721.030	806.489	429.649	723.232	880.440	108.006
295	1.22917	720.819	778.144	849.614	721.017	806.788	429.662	723.204	880.387	107.910
296	1.23333	720.722	778.564	849.856	721.011	807.006	429.820	723.250	880.442	107.956
297	1.23750	720.732	779.081	849.923	720.981	807.370	429.848	723.197	880.568	107.911
298	1.24167	720.726	779.600	850.059	721.034	807.902	429.786	723.219	880.530	107.867
299	1.24583	720.674	780.157	850.173	721.031	808.361	429.872	723.222	880.645	107.927
300	1.25000	720.620	781.079	850.237	720.963	808.749	429.790	723.277	880.754	107.795
301	1.25417	720.633	781.866	850.292	720.977	809.069	429.951	723.255	880.637	107.830
302	1.25833	720.521	782.721	850.383	720.982	809.345	429.940	723.268	880.768	107.772
303	1.26250	720.364	783.324	850.442	720.971	809.730	430.054	723.258	880.871	107.750
304	1.26667	720.315	783.973	850.546	720.858	810.084	429.948	723.313	880.929	107.745
305	1.27083	720.194	784.607	850.635	720.913	810.553	430.055	723.320	880.906	107.710
306	1.27500	720.130	785.307	850.698	720.848	810.959	430.051	723.243	881.041	107.527
307	1.27917	719.989	786.107	850.709	720.854	811.278	430.093	723.336	881.205	107.429
308	1.28333	719.942	787.143	850.816	720.804	811.730	430.055	723.285	881.258	107.462
309	1.28750	719.785	788.398	850.822	720.843	812.178	430.102	723.454	881.029	107.502
310	1.29167	719.702	789.341	850.911	720.837	812.650	430.083	723.413	881.249	107.423
311	1.29583	719.585	790.115	850.943	720.833	813.185	430.177	723.437	881.383	107.365
312	1.30000	719.446	790.871	851.031	720.808	813.581	430.154	723.470	881.422	107.360
313	1.30417	719.365	791.685	851.169	720.812	814.059	430.090	723.516	881.507	107.230
314	1.30833	719.287	792.578	851.232	720.723	814.383	430.018	723.509	881.593	107.182
